ramanshift	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	t13	t14	t15	t16	t17	t18	t19	t20	t21	t22	t23	t24	t25	t26
1415.624536	18103.10352	17213.09961	12520.65723	15812.97852	18429.63086	23123.32227	25426.4707	24976.12109	27329.9043	16928.04492	16768.28711	16250.43164	19197.51953	19247.88867	17729.68945	13021.10645	18432.51172	18558.76953	13200.55078	10348.51563	9510.03613	17251.29883	19052.69922	24672.83789	19740.34766	17703.10547
1414.680203	18098.66211	17133.60547	12600.93555	15944.44043	18384.40625	23154.43555	25400.69531	25335.09961	27492.22266	16972.77148	16442.97266	16438.07617	19124.14648	18975.67188	17771.94922	13162.5957	18406.64063	18656.11133	13313.60938	10376.16016	9518.6123	17243.78125	18928.42773	24786.61719	19736.69336	17895.40625
1413.73587	18179.09375	16979.43555	12646.48828	15936.55664	18339.58203	22961.46875	25348.21289	25611.91016	27555.56055	16974.4668	16352.33301	16408	19126.05273	18996.69141	17719.41016	13126.13672	18094.19531	18691.76367	13442.19531	10374.76074	9603.33008	17132.8125	18859.70508	24861.84375	19683.48047	18030.21484
1412.791537	17968.64844	16871.47461	12656.94629	16121.52441	18254.37305	23090.75195	25568.5	26055.06641	27721.57031	16996.85742	16318.76758	16431.34961	19338.9375	19052.04883	17772.16406	13137.51758	18369.28125	18513.78711	13419.91504	10202.32031	9588.02832	17304.84961	18766.06836	24931.4375	19802.1875	17767.51758
1411.847204	17859.76367	16751.08789	12767.71094	16246.89453	18407.67188	23211.5332	25430.02734	26138.27539	27773.73828	16978.56641	16247.9043	16405.25586	19566.52148	19252.20117	17912.47266	13035.69629	18463.52539	18507.85352	13338.3252	10112.71289	9532.66699	17392.13086	18911.24414	24916.29883	20054.05078	17840.5332
1410.902872	17815.57813	16744.93555	12784.29785	16264.60742	18557.28125	23162.99609	25282.91602	26108.21875	27796.88086	16885.44727	16133.50293	16682.66211	19640.64453	19375.15625	17914.76563	12935.88867	18235.66211	18477.92773	13244.52734	10269.94238	9609.48242	17523.58984	19126.66797	25037.66992	19968.17383	17940.85547
1409.958539	17874.64258	16837.9082	12615.01465	16304.82227	18427.5957	23189.66602	25410.02344	26205.06055	28365.39453	17130.47852	16118.94531	16558.63672	19675.47266	19323.56445	18039.21484	13125.21973	18110.29688	18267.08008	13196.24609	10422.97461	9576.36035	17290.19727	19174.95313	25185.05664	19942.55469	17847.80469
1409.014206	17824.33984	16872.82422	12665.11621	16287.69141	18287.6543	23323.54492	25583.64844	26481.75391	28572.14063	16848.60352	16024.83984	16468.58203	19689.67188	19585.11914	18126.81836	13135.87598	18100.47852	18008.94922	13270.71094	10248.3457	9511.24219	17407.05859	19052.69141	24854.15625	20224.74609	18241.39063
1408.069873	17850.62305	16902.13867	12547.05176	16054.9834	18487.97266	23245.61523	25354.88477	26316.05664	28611.06055	16947.01563	15900.6084	16228.61133	20057	19578.24609	18139.0332	12994.43359	17941.51367	18030.90625	13552.57031	10227.18848	9458.67773	17519.31641	19030.16992	24896.7168	20108.93164	18098.42773
1407.12554	17712.22852	16871.41992	12820.37012	15881.89746	18744.70703	23354.44531	25409.22852	26076.09375	28717.78906	16999.98047	16055.31934	16150.7627	20424.88672	19368.11133	18377.73438	12888.41797	17739.23633	18086.06836	13330.7832	10237.78613	9614.81738	17479.62305	19170.46484	25181.32813	19954.91992	17967.04688
1406.181207	17887.41992	16699.76758	12813.44434	15822.37012	18491.66797	23211.83789	25516.35547	25766.54883	28916.73633	17024.24805	16066.78809	15920.03613	20495.27344	19304.49219	18423.44922	12908.38574	17806.45703	17929.54102	13335.07617	10306.72754	9469.61719	17311.37891	19563.89453	25388.68945	20160.85156	17951.62305
1405.236874	17948.16211	16554.83984	12651.81934	15912.31348	18584.97656	23338.38086	25393.60156	25679.20898	29240.60938	16720.05859	16218.80273	15882.37598	20686.11719	19568.72461	18454.24805	12860.81152	17537.39648	17997.82617	13238.64258	10403.56348	9592.15625	17559.00977	19950.02539	25523.52539	20283.93164	17808.2168
1404.292541	17724.27148	16786.60547	12603.91504	15748.29102	18623.33789	23385.36914	25556.37891	25331.63672	29134.43945	16912.45117	16181.07324	15895.82715	21192.9375	19378.63477	18753.84375	12888.74805	17940.21875	17771.79883	13310.58887	10175.99121	9437.98828	17572.66016	20031.73633	25838.20703	19971.44727	17436.85547
1403.348209	18004.96289	16992.17969	12715.19727	15722.93945	18960.54883	23663.28125	25477.41406	24680.44531	29186.35352	17001.22852	16293.00293	16009.56738	21132.53906	19624.79883	18574.96094	12943.39648	17721.27539	17779.66211	13404.03027	10418.63965	9523.45801	17214.47656	20111.47461	25479.76758	19787.73438	17583.84375
1402.403876	17743.06445	16711.14258	12639.57715	15758.29688	19069.47461	23557.15039	25333.28125	24273.66602	29488.22461	16891.25	16185.44238	15658.39453	21377.49219	19728.94141	18644.63086	12896.3252	17826.33984	17542.3418	13271.43359	10486.92285	9676.08691	17404.11523	20453.45703	25705.29492	19962.36719	17531.02539
1401.459543	17742.72656	16790.14648	12986.69531	15959.06055	19165.38281	23551.64648	25339.71094	23836.71484	29616.20117	16914.08398	16482.03125	15775.55469	21307.23047	19538.12305	18410.86523	12837.58203	17733.75391	17644.09766	13353.28809	10331.79883	9552.63281	17361.50781	20497.54883	25957.85742	20158.49805	17477.0332
1400.51521	17677.83398	16992.17188	12906.66309	15746.43066	19012.99219	23494.12109	25393.17969	23581.33398	29504.5332	16607.24609	16390.55664	15599.2666	21601.75977	19593.6543	18227.67969	13046.18164	17728.57031	17834.22461	13380.6416	10428.40625	9653.31934	17499.82617	20725.33398	26308.41211	19975.0918	17413.18164
1399.570877	17563.46094	16949.80469	12840.28516	15897.14453	19287.94531	23645.11328	25531.29883	23321.4668	29916.12305	16846.47461	16479.06641	15745.05566	21436.92383	19487.50586	18442.73828	12853.36719	17725.93945	17573.14258	13466.66504	10568.4375	9578.43164	17390.33594	20819.56641	26496.49023	20222.65039	17064.9082
1398.626544	17669.62109	16808.60742	12973.45996	15965.13574	19347.18164	23787.08398	25523.14844	23060.64258	29999.18555	16687.5625	16556.68945	15589.15039	21387.96875	19508.85742	18406.17969	12886.45703	17837.32617	17461.26563	13335.42871	10537.61035	9573.01758	17307.22656	20731.90039	26591.95898	20237.13867	17144.38477
1397.682211	17728.32227	16929.59961	13016.67969	16052.34277	19370.74219	23737.78125	25375.41211	22761.16016	30268.20898	16769.41602	16478.18164	15656.63281	21330.48633	19545.38867	18216.49805	13068.30957	17952.81055	17572.97852	13235.28125	10509.91113	9484.09766	17530.59766	20992.3418	26762.59961	20286.55273	17071.49609
1396.737878	17788.38477	16842.40625	13028.75391	15959.2832	19412.46484	23771.25195	25291.08594	22496.58594	30623.61523	16818.62305	16454.41211	15762.48535	21297.26953	19770.48828	18252.45898	13096.58301	17950.84375	17442.73438	13276.26172	10549.81543	9651.63477	17689.26758	21046.00195	27019.87305	20463.13281	17003.04883
1395.793546	17869.29492	16977.73828	13136.93164	15814.08789	19453.78906	23595.75977	25427.38281	22495.99219	31011.86914	16897.33008	16487.68164	15736.03125	21080.25195	19816.79883	18140.33008	12954.50195	18196.23828	17446.90039	13262.95508	10725.01953	9715.6084	17660.90234	21211.45508	27030.86914	20624.24609	16985.69531
1394.849213	17834.875	17179.00586	13222.16406	15766.13281	19649.15234	23645.69727	25520.15234	22193.82227	31224.7207	16930.60352	16719.68555	15881.89941	20705.58789	19734.68164	17921.72461	13071.66211	18350.64844	17413.29688	13212.57129	10804.69434	9697.21875	17746.07422	21428.32227	27004.78516	20454.32422	17080.71875
1393.90488	17812.14648	17088.6582	13218.78613	15736.10059	19846.91406	23413.79297	25639.4043	22050.67969	31623.53516	16964.95508	16642.96094	15878.20215	20553.99023	19814.20313	17916.4668	13180.15723	18635.28906	17417.49414	13336.95215	10816.61426	9737.40332	17865.26367	21395.59375	27264.03711	20403.375	17167.37305
1392.960547	17832.90234	17227.36328	13191.3125	15590.30957	19733.35547	23291.50781	25778.31055	21874.49414	31734.53516	16904.44727	16568.60938	15751.74316	20614.83984	19915.18555	17838.33398	13068.47559	18669.73438	17629.19531	13392.96191	10919.3623	9718.66992	17942.18945	21303.73633	27621.42383	20445.67383	17240.77344
1392.016214	17841.34375	17385.61133	13318.0957	15592.39063	19789.48242	23382.17188	25690.29688	21472.13867	31850.07813	17010.97852	16592.94336	15850.66602	20336.90234	19936.91406	17856.59766	13056.31152	18985.47852	17580.85742	13394.41895	10896.77539	9579.85254	18003.4668	21671.79102	27705.3457	20427.16406	17244.42773
1391.071881	18059.125	17144.42969	13230.2168	15549.75	19955.87109	23363.73828	25697.04102	21541.6875	31757.44531	17194.39453	16500.20117	15968.1543	20149.95898	20016.45313	17762.04883	13112.98438	19109.51172	17516.07813	13629.23438	10783.89063	9777.81934	17895.10352	21703.40039	27881.69922	20569.61914	17314.5918
1390.127548	17964.45898	17252.79102	13465.72754	15727.39258	20163.28125	22964.3418	25836.87109	21584.46094	31613.76367	17184.68359	16526.34961	16044.21582	19999.76367	20354.63477	17751.18945	13069.49805	19292.91406	17528.12891	13493.29395	10790.14844	10012.08691	17843.90039	21925.47656	28075.50977	20688.91406	17296.80469
1389.183215	18080.28516	17146.48242	13372.48145	15651.48633	20232.49023	22892.26172	26205.70508	21366.83203	31572.12891	17423.85352	16690.6543	16256.55664	19775.08789	20541.70703	17845.97461	13085.40137	19474.19336	17418.89844	13357.63574	10835.61816	9918.2627	18018.26953	22305.86133	28187.43359	20465.14648	17149.7207
1388.238883	18186.53516	17037.83203	13273.14258	15590.61816	20101.58398	23023.77148	26244.16211	21557.52539	31452.08398	17240.63477	16692.125	16128.56836	19885.66016	20699.37891	17969.34961	12953.26953	19467.3418	17524.9375	13392.41699	10753.38281	9829.31445	18125.48828	22409.81055	28411.99414	20812.31836	17493.5
1387.29455	18344.39063	17158.60938	13484.27734	15729.23047	20227.6875	22720.39258	26165.54297	21395.34375	31102.33008	17654.40234	16692.47656	16072.90625	19952.2793	20881.17188	17683.77539	13085.82422	19426.38477	17326.90625	13367.92871	10952.77441	9689.49316	18140.66992	23029.17188	28615.53516	20566.13672	17159.98047
1386.350217	18465.64063	17297.74023	13506.26367	15621.12012	20117.94531	22848.24023	26349.85742	21174.37305	31050.27539	17654.13867	16495.9082	16474.83398	19817.11914	20446.29102	17877.55273	13173.00391	19335.29492	17410.19727	13481.93457	11143.47656	9896.39551	17879.86719	23439.23633	28514.4043	20843.91602	17094.83789
1385.405884	18261.57227	17194.79102	13657.12402	15527.43555	20435.86914	22619.02344	26321.19141	21244.43555	30834.4082	17720.19336	16730.37891	16441.75977	19821.67773	21100.375	17328.09766	13048.15527	19346.35938	17528.26367	13345.31543	10907.38574	9986.64355	17777.32813	24223.83008	28392.36133	20953.33789	17331.375
1384.461551	18327.94531	17259.18164	13737.49805	15723.18848	20232.25977	22894.24609	26313.48047	21303.3457	30763.41211	17896.42578	16738.0957	16313.99512	19799.63086	21306.08203	17489.66992	13076.85449	19424.125	17541.56836	13356.56543	11088.82813	9783.45996	17700.28711	24650.26953	28756.33789	20848.74023	17237.41992
1383.517218	18617.70117	17558.28906	13787.9502	15369.12012	20306.78516	22734.28125	26483.8125	21219.30469	30469.26563	17967.27344	16564.65039	16481.87695	19648.40234	21658.26953	17708.74805	13231.05176	19138.0332	17838.85547	13446.39746	10915.25586	9801.38672	17539.69922	25384.90039	28926.44727	21183.45898	17226.13086
1382.572885	18517.71289	17348.54102	13755.01953	15632.50195	20359.90039	22426.3418	26531.82617	21303.29102	30337.96875	17629.87891	16439.96094	16415.57422	19542.25781	21709.93359	17567.5293	13251.66895	19239.52148	17708.02148	13382.41992	10875.22363	9898.2998	17700.05664	25924.40625	28940.0293	21550.16602	17194.91016
1381.628553	18615.91406	17364.89258	13769.71094	15661.06445	19960.14844	22591.26953	26517.91992	21467.1875	30179.05078	17575.32422	16676.6875	16145.79492	19468.8457	21910.68359	17682.44922	13302.5	19007.19141	17537.78125	13267.08203	10967.94336	9721.60352	17582.52344	26262.35938	28786.42188	21492.81055	17198.70703
1380.68422	18625.21289	17545.51563	13876.4502	15656.63477	20160.69336	22505.1875	26276.5918	21659.89648	30221.72461	17707.01367	16575.9668	16141.625	19642.37305	22017.31055	17696.1875	13443.3125	19015.33594	17702.28906	13238.43164	10893.78613	9680.3418	17547.85742	26193.21094	28877.40234	21898.6875	17077.28516
1379.739887	18713.36328	17559.47852	13746.7041	15462.04492	19902.35156	22447.88867	26224.83008	21891.60742	30455.125	17721.46289	16567.57227	16130.61621	19447.28906	22284.13281	17621.35742	13321.55957	19166	17635.55664	13372.97754	10816.66797	9442.03125	17467.32617	26189.7207	28879.83398	21996.24023	17041.0957
1378.795554	18395.48438	17445.74805	13746.59277	15474.84082	19871.77344	22474.00586	26163.0625	21921.21289	30213.39063	17794.14063	16695.71484	15971.9541	19275.63867	22204.36914	17628.92773	13150.65039	19077.15039	17980.29297	13281.8877	10807.41016	9298.13672	17515.84375	26020.28516	29065.00781	22038.03516	17063.31641
1377.851221	18158.37695	17533.01953	13829.75	15413.82715	19992.5957	22535.31445	26111.65625	22171.23633	30321.55469	17881.31641	16691.41992	15961.67676	19400.36328	22187.16211	17812.81641	13274.42871	18975.48242	17978.51563	13189.51367	10890.71387	9259.54395	17534.37695	25830.89648	29307.81836	21807.125	16942.17969
1376.906888	18229.55078	17662.48047	13996.41016	15583.45996	19818.11914	22516.82422	26174.18359	22503.99805	30373.83203	17804.89258	16697.06836	15836.00195	19277.0625	22177.21484	17899.93359	13363.85547	18830.47656	17880.52734	13230.85449	10882.88574	9272.33887	17360.22656	25307.80273	29856.89453	21538.95117	16907.05859
